Animal ID,Animal Name,Animal Type,Sex,Years Old,Months Old,Primary Breed,Primary Color,Tag Number,Intake Date,Intake Type,Intake Subtype,Outcome Type,Outcome Subtype,Outcome Date,Intake Day of the Week,Outcome Day of the Week
A057732,RUSSELL,Dog,Neutered Male,4,,SHIH TZU,TAN,981020035578262,06/18/2020,Stray,Animal Control,Adoption,Website Information,06/30/2020,Thursday,Tuesday
A057733,COCO,Dog,Spayed Female,12,,DACHSHUND,BLACK,,06/18/2020,Stray,Animal Control,Return to Owner,,06/19/2020,Thursday,Friday
A057734,ADDIE,Cat,Spayed Female,3,,DOMESTIC SH,BRN TABBY,,06/19/2020,Owner Surrendered,OTC APPT,Foster,Behavior Manageable,06/27/2020,Friday,Saturday
A057734,ADDIE,Cat,Spayed Female,3,,DOMESTIC SH,BRN TABBY,981020037674797,08/18/2020,Foster,Over the Counter,Adoption,Website Information,08/25/2020,Tuesday,Tuesday
A057741,,Cat,Male,,1,DOMESTIC SH,BRN TABBY,,06/19/2020,Stray,Over the Counter,Euthanized,Condition Severe,06/19/2020,Friday,Friday
A057743,TWILIGHT,Dog,Spayed Female,5,,PIT BULL,BLACK,981020015359595,06/19/2020,Owner Surrendered,OTC APPT,Adoption,,08/01/2020,Friday,Saturday
A057744,ASLAN,Dog,Neutered Male,6,,CHOW CHOW,RED,839824841,06/19/2020,Stray,Animal Control,Unassisted Death,Enroute,06/19/2020,Friday,Friday
A057746,BLUE DIDDY,Dog,Female,1,3,PIT BULL,BLUE,02616-20,06/20/2020,Stray,Animal Control,Return to Owner,,06/24/2020,Saturday,Wednesday
A057746,BLUE DIDDY,Dog,Female,1,3,PIT BULL,BLUE,02616-20,06/26/2020,Owner Surrendered,Animal Control,Euthanized,Behavior Severe,06/27/2020,Friday,Saturday
A057769,HARRY,Cat,Neutered Male,,0.65,DOMESTIC SH,BLACK,,06/29/2020,Foster,Over the Counter,Foster,,06/29/2020,Monday,Monday
A057769,HARRY,Cat,Neutered Male,,0.65,DOMESTIC SH,BLACK,,06/22/2020,Owner Surrendered,OTC APPT,Foster,Underage or Underweight,06/25/2020,Monday,Thursday
A057769,HARRY,Cat,Neutered Male,,0.65,DOMESTIC SH,BLACK,981020037699375,09/01/2020,Foster,Over the Counter,Adoption,Website Information,09/01/2020,Tuesday,Tuesday
A057779,GINGER SPICE,Dog,Spayed Female,,,BULLDOG,TAN,981020035554108,07/08/2020,Return,Over the Counter,Adoption,,07/16/2020,Wednesday,Thursday
A057779,GINGER SPICE,Dog,Spayed Female,,,BULLDOG,TAN,981020035554108,06/22/2020,Confiscated,Animal Cruelty,Adoption,Website Information,07/02/2020,Monday,Thursday
A057779,GINGER SPICE,Dog,Spayed Female,,,BULLDOG,TAN,981020035554108,09/11/2022,Stray,Animal Control,Adoption,Walk-In,09/24/2022,Sunday,Saturday
A057780,SPORTY SPICE,Dog,Spayed Female,2,,AMER BULLY,BLUE BRINDLE,981020035575032,06/22/2020,Confiscated,Animal Cruelty,Adoption,Website Information,07/01/2020,Monday,Wednesday
A057781,HAZEL,Dog,Spayed Female,2,,AMER BULLY,GRAY,981020035564135,06/22/2020,Confiscated,Animal Cruelty,Adoption,Referral,07/03/2020,Monday,Friday
A057781,HAZEL,Dog,Spayed Female,2,,AMER BULLY,GRAY,981020035564135,08/13/2020,Owner Surrendered,Over the Counter,Adoption,,08/16/2020,Thursday,Sunday
A057782,MARIKIT,Cat,Spayed Female,3,,DOMESTIC SH,GRAY TABBY,50628,06/23/2020,Stray,Over the Counter,Adoption,,07/31/2020,Tuesday,Friday
A057783,ARROW,Cat,Spayed Female,,3,DOMESTIC SH,BLK TABBY,981020035557257,06/23/2020,Stray,Over the Counter,Adoption,,08/01/2020,Tuesday,Saturday
A057786,SIR SEBASTIAN,Cat,Neutered Male,,1.5,DOMESTIC SH,BRN TABBY,,06/23/2020,Stray,Over the Counter,Foster,Behavior Manageable,06/26/2020,Tuesday,Friday
A057786,SIR SEBASTIAN,Cat,Neutered Male,,1.5,DOMESTIC SH,BRN TABBY,W981020035582952,07/22/2020,Foster,Over the Counter,Adoption,Website Information,07/23/2020,Wednesday,Thursday
A057798,CLEMSON,Cat,Neutered Male,4,,DOMESTIC SH,ORG TABBY,985112004205990,07/07/2020,Owner Surrendered,Over the Counter,Foster,Create Space,07/21/2020,Tuesday,Tuesday
A057798,CLEMSON,Cat,Neutered Male,4,,DOMESTIC SH,ORG TABBY,985112004205990,07/31/2020,Foster,Over the Counter,Adoption,Website Information,07/31/2020,Friday,Friday
A057798,CLEMSON,Cat,Neutered Male,4,,DOMESTIC SH,ORG TABBY,985112004205990,06/25/2020,Confiscated,Owner Arrested,Return to Owner,,07/07/2020,Thursday,Tuesday
A057799,PRECIOUS,Cat,Spayed Female,3,,DOMESTIC LH,CALICO,985112009223941,06/25/2020,Confiscated,Owner Arrested,Return to Owner,,07/07/2020,Thursday,Tuesday
A057805,,Cat,Neutered Male,5,,DOMESTIC SH,BLACK,0,06/25/2020,Stray,Animal Control,Transfer,Rescue Group,07/09/2020,Thursday,Thursday
A057806,JASPER,Cat,Neutered Male,,1,DOMESTIC LH,BLACK,,06/25/2020,Stray,Animal Control,Foster,Underage or Underweight,06/26/2020,Thursday,Friday
A057806,JASPER,Cat,Neutered Male,,1,DOMESTIC LH,BLACK,981020035569146,07/28/2020,Foster,Over the Counter,Adoption,Referral,07/28/2020,Tuesday,Tuesday
A057807,QUEEN LILITH DIAMOND,Cat,Spayed Female,,1.8,DOMESTIC SH,BLACK,981020035578429,07/18/2020,Foster,Over the Counter,Adoption,,07/18/2020,Saturday,Saturday
A057807,QUEEN LILITH DIAMOND,Cat,Spayed Female,,1.8,DOMESTIC SH,BLACK,981020035578429,06/25/2020,Stray,Over the Counter,Foster,Underage or Underweight,06/25/2020,Thursday,Thursday
A057812,SUNDAY,Dog,Female,8,,PARSON RUSS TER,WHITE,50518,06/26/2020,Stray,Over the Counter,Return to Owner,,06/26/2020,Friday,Friday
A057815,,Bird,Unknown,2,,GOOSE,GRAY,,06/26/2020,Stray,Animal Control,Euthanized,Wildlife,06/26/2020,Friday,Friday
A057822,JULIAN,Cat,Neutered Male,,1.85,DOMESTIC MH,BLACK,,06/28/2020,Transfer,,Foster,Underage or Underweight,06/28/2020,Sunday,Sunday
A057822,JULIAN,Cat,Neutered Male,,1.85,DOMESTIC MH,BLACK,981020035561760,07/29/2020,Foster,Over the Counter,Adoption,Website Information,07/29/2020,Wednesday,Wednesday
A057823,TRISTAN,Cat,Neutered Male,,1.85,DOMESTIC SH,BLACK,981020037827087,09/09/2020,Foster,Over the Counter,Adoption,Website Information,09/12/2020,Wednesday,Saturday
A057823,TRISTAN,Cat,Neutered Male,,1.85,DOMESTIC SH,BLACK,981020037827087,08/12/2020,Foster,Over the Counter,Foster,Behavior Manageable,08/17/2020,Wednesday,Monday
A057823,TRISTAN,Cat,Neutered Male,,1.85,DOMESTIC SH,BLACK,,06/28/2020,Transfer,,Foster,Underage or Underweight,06/28/2020,Sunday,Sunday
A057824,CRICKET,Cat,Spayed Female,,1.85,DOMESTIC SH,BRN TABBY,,06/28/2020,Transfer,,Foster,Underage or Underweight,06/28/2020,Sunday,Sunday
A057824,CRICKET,Cat,Spayed Female,,1.85,DOMESTIC SH,BRN TABBY,981020037702875,09/09/2020,Foster,Over the Counter,Adoption,Website Information,09/09/2020,Wednesday,Wednesday
A057830,OLIVER,Cat,Neutered Male,,1,DOMESTIC SH,BLACK,981020037702047,08/27/2020,Foster,Over the Counter,Adoption,Website Information,08/30/2020,Thursday,Sunday
A057830,OLIVER,Cat,Neutered Male,,1,DOMESTIC SH,BLACK,,06/28/2020,Stray,Over the Counter,Foster,Underage or Underweight,07/01/2020,Sunday,Wednesday
A057849,BO,Dog,Neutered Male,3,,GERM SHEPHERD,BLACK,981020037669789,06/30/2020,Owner Surrendered,Over the Counter,Adoption,Website Information,08/17/2020,Tuesday,Monday
A057849,BO,Dog,Neutered Male,3,,GERM SHEPHERD,BLACK,981020037669789,08/20/2020,Return,Over the Counter,Adoption,,09/04/2020,Thursday,Friday
A057855,ELLA,Dog,Spayed Female,2,,PIT BULL,TAN,981020035575250,07/01/2020,Stray,Animal Control,Adoption,Website Information,07/22/2020,Wednesday,Wednesday
A057858,POLAR CREAM,Dog,Neutered Male,4,,MALTESE,WHITE,981020035589630,07/01/2020,Stray,Over the Counter,Adoption,Website Information,07/09/2020,Wednesday,Thursday
A057871,ZOE,Dog,Spayed Female,,,SIBERIAN HUSKY,TRICOLOR,981020035575751,03/19/2021,Transfer,Transfer,Adoption,Walk-In,03/21/2021,Friday,Sunday
A057871,ZOE,Dog,Spayed Female,,,SIBERIAN HUSKY,TRICOLOR,981020035575751,07/03/2020,Stray,Animal Control,Adoption,Website Information,07/10/2020,Friday,Friday
A057874,NORBERT,Dog,Neutered Male,,8,PIT BULL,BLUE,985141002164529,07/03/2020,Stray,Over the Counter,Return to Owner,,07/04/2020,Friday,Saturday
A057874,NORBERT,Dog,Neutered Male,,8,PIT BULL,BLUE,985141002164529,07/04/2020,Owner Surrendered,OTC APPT,Adoption,Website Information,07/12/2020,Saturday,Sunday
A057899,HAROLD,Cat,Neutered Male,,3,DOMESTIC SH,BLACK,,07/06/2020,Transfer,,Foster,Behavior Manageable,07/06/2020,Monday,Monday
A057899,HAROLD,Cat,Neutered Male,,3,DOMESTIC SH,BLACK,981020035565890,07/29/2020,Foster,Over the Counter,Adoption,Website Information,07/29/2020,Wednesday,Wednesday
A057914,BUDDY,Cat,Male,,0.75,DOMESTIC SH,BLACK,,07/07/2020,Stray,Animal Control,Euthanized,Vet Clinic,07/07/2020,Tuesday,Tuesday
A057915,OREO,Dog,Neutered Male,4,,YORKSHIRE TERR,BLACK,981020021858991,07/07/2020,Stray,Animal Control,Return to Owner,Microchip,07/07/2020,Tuesday,Tuesday
A057922,MONGER,Dog,Neutered Male,,6,BASENJI,BL BRINDLE,981020035569914,07/08/2020,Stray,Over the Counter,Return to Owner,,07/09/2020,Wednesday,Thursday
A057923,MAPLE,Dog,Spayed Female,2,,PIT BULL,BLUE,981020035563538,07/08/2020,Stray,Over the Counter,Adoption,Website Information,07/20/2020,Wednesday,Monday
A057924,ARYA,Dog,Female,1,,GERM SHEPHERD,BLACK,,07/08/2020,Stray,Animal Control,Return to Owner,Outside of Shelter,07/08/2020,Wednesday,Wednesday
A057925,,Dog,Male,2,,POODLE MIN,WHITE,,07/08/2020,Stray,Over the Counter,Euthanized,Vet Clinic,07/08/2020,Wednesday,Wednesday
A057928,SARABI,Cat,Spayed Female,,1.9,DOMESTIC SH,TORBIE,,07/09/2020,Stray,Animal Control,Foster,Create Space,08/05/2020,Thursday,Wednesday
A057928,SARABI,Cat,Spayed Female,,1.9,DOMESTIC SH,TORBIE,981020037670878,09/03/2020,Foster,Over the Counter,Adoption,,09/03/2020,Thursday,Thursday
A057928,SARABI,Cat,Spayed Female,,1.9,DOMESTIC SH,TORBIE,981020037670878,09/03/2020,Foster,Over the Counter,Adoption,Referral,09/03/2020,Thursday,Thursday
A057929,SONIC,Dog,Neutered Male,,3,PIT BULL,GRAY,981020035549256,07/09/2020,Confiscated,Animal Cruelty,Adoption,Website Information,07/21/2020,Thursday,Tuesday
A057930,BUOY,Dog,Spayed Female,2,,LABRADOR RETR,BLACK,991003911013361,07/09/2020,Confiscated,Animal Cruelty,Adoption,,07/25/2020,Thursday,Saturday
A057931,BUTTERBEAN,Cat,Female,17,,DOMESTIC SH,DIL CALICO,,07/10/2020,Stray,Over the Counter,Return to Owner,,07/10/2020,Friday,Friday
A057944,ZUKO,Dog,Neutered Male,2,,BLACK/TAN HOUND,BLACK,,07/10/2020,Stray,Animal Control,Foster,M/L DOG,07/26/2020,Friday,Sunday
A057944,ZUKO,Dog,Neutered Male,2,,BLACK/TAN HOUND,BLACK,981020037830906,08/11/2020,Foster,Over the Counter,Adoption,Website Information,08/11/2020,Tuesday,Tuesday
A057949,CHIEF,Dog,Neutered Male,4,,SIBERIAN HUSKY,TAN,982126057264118,07/11/2020,Owner Surrendered,Over the Counter,Transfer,Private Animal Shelter,07/12/2020,Saturday,Sunday
A057951,,Other,Unknown,1,,SNAKE,BROWN,,07/12/2020,Confiscated,Owner Arrested,Return to Owner,,07/12/2020,Sunday,Sunday
A057952,SERBY,Dog,Male,,7,SIBERIAN HUSKY,BLACK,,07/12/2020,Confiscated,Owner Arrested,Return to Owner,Phone Call,07/12/2020,Sunday,Sunday
A057969,OLIVER,Cat,Neutered Male,,0.75,DOMESTIC SH,ORG TABBY,,07/14/2020,Stray,Over the Counter,Foster,Underage or Underweight,07/14/2020,Tuesday,Tuesday
A057969,OLIVER,Cat,Neutered Male,,0.75,DOMESTIC SH,ORG TABBY,981020037677777,08/26/2020,Foster,Over the Counter,Adoption,Referral,08/26/2020,Wednesday,Wednesday
A057970,WILLOW,Cat,Spayed Female,,0.75,DOMESTIC SH,BRN TABBY,,07/14/2020,Stray,Over the Counter,Foster,Underage or Underweight,07/14/2020,Tuesday,Tuesday
A057970,WILLOW,Cat,Spayed Female,,0.75,DOMESTIC SH,BRN TABBY,981020037696947,08/30/2020,Foster,Over the Counter,Adoption,Website Information,08/30/2020,Sunday,Sunday
A057971,ELSA,Cat,Spayed Female,,0.75,DOMESTIC LH,TORBIE,981020037672618,09/02/2020,Foster,Over the Counter,Adoption,,09/02/2020,Wednesday,Wednesday
A057971,ELSA,Cat,Spayed Female,,0.75,DOMESTIC LH,TORBIE,,07/14/2020,Stray,Over the Counter,Foster,Underage or Underweight,07/14/2020,Tuesday,Tuesday
A057972,BEAR,Dog,Neutered Male,4,,GERM SHEPHERD,BLACK,981020025745950,07/14/2020,Stray,Animal Control,Adoption,Website Information,07/30/2020,Tuesday,Thursday
A057975,JALAPENO,Other,Male,,6,RAT,BLACK,,07/14/2020,Owner Surrendered,Over the Counter,Adoption,Website Information,08/06/2020,Tuesday,Thursday
A057980,PEANUT BUTTER,Other,Male,2,0,GUINEA PIG,TRICOLOR,,07/15/2020,Transfer,Transfer,Adoption,,07/25/2020,Wednesday,Saturday
A057981,SNOWFLAKE,Other,Male,2,7,GUINEA PIG,WHITE,,07/15/2020,Transfer,Transfer,Adoption,Website Information,07/26/2020,Wednesday,Sunday
A057982,KITTY KITTY,Cat,Neutered Male,2,,PERSIAN,CREAM,941000021090369,07/15/2020,Owner Surrendered,Over the Counter,Adoption,,07/18/2020,Wednesday,Saturday
A057983,PHOENIX,Dog,Female,16,,DACHSHUND,TAN,981020003837206,07/16/2020,Stray,Animal Control,Return to Owner,,07/16/2020,Thursday,Thursday
A057998,ELLIE,Cat,Female,,6,DOMESTIC SH,TORTIE,,07/17/2020,Confiscated,Owner Death,Transfer,,08/04/2020,Friday,Tuesday
A058004,TINKERBELL,Cat,Spayed Female,2,,DOMESTIC SH,BROWN,981020035601377,07/18/2020,Owner Surrendered,OTC APPT,Transfer,,09/17/2020,Saturday,Thursday
A058005,KOBE,Cat,Neutered Male,,5,DOMESTIC SH,BUFF,981020035556930,07/18/2020,Owner Surrendered,OTC APPT,Adoption,Website Information,07/24/2020,Saturday,Friday
A058012,RAIN,Cat,Spayed Female,1,,DOMESTIC SH,CALICO,981020035552497,07/19/2020,Stray,Over the Counter,Transfer,,08/04/2020,Sunday,Tuesday
A058013,SNOW BEAR,Dog,Neutered Male,1,,SIBERIAN HUSKY,BLACK,981020035552499,07/19/2020,Stray,Animal Control,Adoption,Website Information,07/31/2020,Sunday,Friday
A058014,RADIO,Cat,Female,,5,DOMESTIC SH,BLACK,981020037682889,07/19/2020,Stray,Over the Counter,Adoption,Website Information,08/01/2020,Sunday,Saturday
A058015,ROSIE,Dog,Spayed Female,3,,WEST HIGHLAND,WHITE,981020035558260,07/19/2020,Owner Surrendered,Animal Control,Foster,M/L DOG,07/26/2020,Sunday,Sunday
A058015,ROSIE,Dog,Spayed Female,3,,WEST HIGHLAND,WHITE,981020035558260,08/06/2020,Foster,,Adoption,,08/06/2020,Thursday,Thursday
A058031,,Other,Unknown,1,,GUINEA PIG,TRICOLOR,,07/12/2020,Stray,Animal Control,Adoption,,08/28/2020,Sunday,Friday
A058032,,Other,Unknown,1,,GUINEA PIG,TRICOLOR,,07/12/2020,Stray,Animal Control,Adoption,,08/28/2020,Sunday,Friday
A058035,NERDS,Cat,Male,,3,DOMESTIC SH,BLACK,50653,07/22/2020,Stray,Over the Counter,Transfer,,08/04/2020,Wednesday,Tuesday
A058037,KITTY TONTO,Cat,Neutered Male,3,,DOMESTIC SH,GRAY,981020035569571,07/22/2020,Owner Surrendered,Over the Counter,Adoption,Website Information,07/29/2020,Wednesday,Wednesday
A058038,PINKY,Dog,Female,5,,PIT BULL,WHITE,190550,07/22/2020,Confiscated,Animal Cruelty,Transfer,,08/04/2020,Wednesday,Tuesday
A058061,KILO,Dog,Male,13,,PIT BULL,WHITE,,07/26/2020,Stray,Animal Control,Return to Owner,Website Information,07/26/2020,Sunday,Sunday
A058062,PEANUT,Cat,Neutered Male,,2,DOMESTIC SH,BRN TABBY,,07/26/2020,Stray,Over the Counter,Foster,Behavior Manageable,07/29/2020,Sunday,Wednesday
A058062,PEANUT,Cat,Neutered Male,,2,DOMESTIC SH,BRN TABBY,981020037687455,08/11/2020,Foster,Over the Counter,Adoption,Website Information,08/19/2020,Tuesday,Wednesday
A058063,,Other,Unknown,,,SQUIRREL,BROWN,,07/26/2020,Stray,Over the Counter,Transfer,,07/26/2020,Sunday,Sunday
A058074,BRODY,Cat,Neutered Male,,0.35,DOMESTIC SH,BRN TABBY,,07/27/2020,Owner Surrendered,OTC APPT,Foster,Underage or Underweight,07/28/2020,Monday,Tuesday
A058074,BRODY,Cat,Neutered Male,,0.35,DOMESTIC SH,BRN TABBY,981020037692297,09/12/2020,Foster,Over the Counter,Adoption,Website Information,09/22/2020,Saturday,Tuesday
A058075,NEWT,Cat,Spayed Female,,0.35,DOMESTIC SH,GRAY TABBY,,07/27/2020,Owner Surrendered,OTC APPT,Foster,Underage or Underweight,07/28/2020,Monday,Tuesday
A058075,NEWT,Cat,Spayed Female,,0.35,DOMESTIC SH,GRAY TABBY,981020037669773,09/12/2020,Foster,Over the Counter,Adoption,Website Information,09/21/2020,Saturday,Monday
A058076,LEMON LIME,Dog,Spayed Female,4,,PIT BULL,GRAY,981020037693261,09/03/2020,Foster,Over the Counter,Adoption,Website Information,09/03/2020,Thursday,Thursday
A058076,LEMON LIME,Dog,Spayed Female,4,,PIT BULL,GRAY,981020037693261,07/27/2020,Confiscated,Owner Evicted,Foster,M/L DOG,08/26/2020,Monday,Wednesday
A058077,SHARK,Cat,Neutered Male,,4,DOMESTIC SH,BRN TABBY,981020037689011,07/27/2020,Stray,Over the Counter,Adoption,Website Information,08/03/2020,Monday,Monday
A058082,KAYLA,Cat,Spayed Female,1,,DOMESTIC SH,DIL CALICO,981020037695634,07/27/2020,Stray,Animal Control,Adoption,,08/04/2020,Monday,Tuesday
A058088,,Bird,Female,2,,CHICKEN,RED,,07/28/2020,Confiscated,Animal Cruelty,Adoption,Referral,08/08/2020,Tuesday,Saturday
A058089,,Bird,Female,2,,CHICKEN,RED,,07/28/2020,Confiscated,Animal Cruelty,Adoption,Referral,08/08/2020,Tuesday,Saturday
A058090,,Bird,Female,2,,CHICKEN,BROWN,,07/28/2020,Confiscated,Animal Cruelty,Adoption,Referral,08/08/2020,Tuesday,Saturday
A058098,BOSCO,Dog,Neutered Male,,8,ROTTWEILER,BLACK,981020037852328,07/29/2020,Stray,Animal Control,Adoption,Website Information,08/09/2020,Wednesday,Sunday
A058098,BOSCO,Dog,Neutered Male,,8,ROTTWEILER,BLACK,981020037852328,02/28/2021,Owner Surrendered,Over the Counter,Adoption,Walk-In,03/28/2021,Sunday,Sunday
A058106,SISSY,Cat,Spayed Female,,0.75,DOMESTIC SH,TORTIE,981020035571194,09/23/2020,Foster,Over the Counter,Adoption,Website Information,09/23/2020,Wednesday,Wednesday
A058106,SISSY,Cat,Spayed Female,,0.75,DOMESTIC SH,TORTIE,,07/29/2020,Stray,Animal Control,Foster,Underage or Underweight,08/04/2020,Wednesday,Tuesday
A058112,OLLIE,Dog,Male,,5,LHASA APSO,TRICOLOR,981020037692888,07/30/2020,Stray,Over the Counter,Return to Owner,,07/30/2020,Thursday,Thursday
A058113,BARBARA,Cat,Spayed Female,10,,DOMESTIC MH,GRAY,50821,07/30/2020,Stray,Over the Counter,Adoption,Website Information,09/27/2020,Thursday,Sunday
A058115,NINA,Dog,Female,7,,BOXER,BLACK,03913,07/30/2020,Stray,Animal Control,Return to Owner,,07/30/2020,Thursday,Thursday
A058118,BUDDY,Dog,Neutered Male,8,,LABRADOR RETR,YELLOW,,07/30/2020,Stray,Animal Control,Return to Owner,Outside of Shelter,07/30/2020,Thursday,Thursday
A058125,REGGIE,Cat,Neutered Male,1,,DOMESTIC SH,GRAY,981020037694350,07/31/2020,Stray,Over the Counter,Adoption,Website Information,09/09/2020,Friday,Wednesday
A058126,,Other,Unknown,1,,RAT,BROWN,,07/31/2020,Stray,Over the Counter,Euthanized,Illness Severe,07/31/2020,Friday,Friday
A058127,,Dog,Male,,8,LABRADOR RETR,BLACK,,07/31/2020,Stray,Over the Counter,Return to Owner,,07/31/2020,Friday,Friday
A058128,CHANEL,Dog,Spayed Female,10,,AUST KELPIE,RED,981020005106014,07/31/2020,Stray,Over the Counter,Return to Owner,Phone Call,08/03/2020,Friday,Monday
A058129,,Cat,Neutered Male,4,,DOMESTIC SH,GRAY,,07/31/2020,Stray,Over the Counter,Foster,FINDER,07/31/2020,Friday,Friday
A058129,,Cat,Neutered Male,4,,DOMESTIC SH,GRAY,,02/05/2021,Foster,Over the Counter,Missing,While In Foster,02/05/2021,Friday,Friday
A058133,DAHLIA,Cat,Female,,,DOMESTIC SH,BLACK,,07/31/2020,Stray,Over the Counter,Foster,Underage or Underweight,08/04/2020,Friday,Tuesday
A058133,DAHLIA,Cat,Female,,,DOMESTIC SH,BLACK,,09/08/2020,Foster,Over the Counter,Adoption,Website Information,09/08/2020,Tuesday,Tuesday
A058134,BUTTERCUP,Cat,Spayed Female,,,DOMESTIC SH,TORTIE,981020035565979,09/08/2020,Foster,Over the Counter,Adoption,Website Information,09/10/2020,Tuesday,Thursday
A058134,BUTTERCUP,Cat,Spayed Female,,,DOMESTIC SH,TORTIE,,07/31/2020,Stray,Over the Counter,Foster,Underage or Underweight,08/04/2020,Friday,Tuesday
A058155,JELLY,Cat,Spayed Female,2,,DOMESTIC SH,GRAY TABBY,981020037681632,08/02/2020,Owner Surrendered,OTC APPT,Adoption,Website Information,08/19/2020,Sunday,Wednesday
A058157,,Cat,Male,,4,DOMESTIC SH,GRAY TABBY,,08/02/2020,Owner Surrendered,OTC APPT,Transfer,,08/04/2020,Sunday,Tuesday
A058158,FIFI,Other,Female,2,,RAT,BLACK,,08/02/2020,Owner Surrendered,Over the Counter,Euthanized,,08/02/2020,Sunday,Sunday
A058161,FREDO,Dog,Male,5,,PIT BULL,BLACK,03922,08/03/2020,Stray,Animal Control,Return to Owner,,08/04/2020,Monday,Tuesday
A058173,,Cat,Male,,0.35,DOMESTIC SH,BLACK,,08/03/2020,Stray,Over the Counter,Euthanized,Illness Severe,08/04/2020,Monday,Tuesday
A058174,,Cat,Male,,0.35,DOMESTIC SH,BLACK,,08/03/2020,Stray,Over the Counter,Euthanized,Illness Severe,08/04/2020,Monday,Tuesday
A058175,,Cat,Male,,0.35,DOMESTIC SH,GRAY,,08/03/2020,Stray,Over the Counter,Unassisted Death,While In Foster,08/04/2020,Monday,Tuesday
A058176,SASSY,Dog,Female,15,,BEAGLE,TAN,,08/03/2020,Owner Surrendered,OTC APPT,Euthanized,Condition Minor,08/04/2020,Monday,Tuesday
A058190,KRONK,Dog,Neutered Male,2,,PIT BULL,GRAY,981020037852062,08/04/2020,Stray,Animal Control,Adoption,Website Information,08/23/2020,Tuesday,Sunday
A058191,,Cat,Neutered Male,2,,DOMESTIC SH,GRAY TABBY,981020037683786,08/04/2020,Stray,Animal Control,Return to Owner,,08/07/2020,Tuesday,Friday
A058196,PEACHES,Cat,Spayed Female,3,,DOMESTIC SH,TORTIE,,08/05/2020,Stray,Animal Control,Return to Owner,,08/06/2020,Wednesday,Thursday
A058197,LILY,Dog,Spayed Female,6,,PIT BULL,TAN,981020037671989,08/05/2020,Stray,Animal Control,Adoption,Website Information,09/01/2020,Wednesday,Tuesday
A058201,MISSY,Dog,Female,,,BEAGLE,BROWN,985121011902980,08/06/2020,Stray,Over the Counter,Return to Owner,,08/06/2020,Thursday,Thursday
A058202,NORMAN,Cat,Neutered Male,,0.8,DOMESTIC SH,BLACK,,08/06/2020,Stray,Over the Counter,Foster,Underage or Underweight,08/07/2020,Thursday,Friday
A058202,NORMAN,Cat,Neutered Male,,0.8,DOMESTIC SH,BLACK,981020037669788,09/16/2020,Foster,Over the Counter,Adoption,Website Information,09/16/2020,Wednesday,Wednesday
A058202,NORMAN,Cat,Neutered Male,,0.8,DOMESTIC SH,BLACK,,08/17/2020,Foster,Over the Counter,Foster,,08/17/2020,Monday,Monday
A058207,,Dog,Female,12,,SIBERIAN HUSKY,BLACK,491916614C,08/07/2020,Stray,Animal Control,Return to Owner,Outside of Shelter,08/07/2020,Friday,Friday
A058222,DAISY,Other,Spayed Female,2,,RABBIT SH,WHITE,981020037696267,08/08/2020,Stray,Animal Control,Adoption,Website Information,08/17/2020,Saturday,Monday
A058223,TYSON,Dog,Neutered Male,5,,PIT BULL,WHITE,981020037684396,08/08/2020,Owner Surrendered,Over the Counter,Return to Owner,,08/25/2020,Saturday,Tuesday
A058224,CALI,Dog,Spayed Female,,9,CANE CORSO,BLACK,981020037683741,08/08/2020,Owner Surrendered,Over the Counter,Adoption,Website Information,08/17/2020,Saturday,Monday
A058225,COBRA,Dog,Neutered Male,,11,ROTTWEILER,BLACK,981020037840384,08/08/2020,Owner Surrendered,Over the Counter,Adoption,Website Information,08/13/2020,Saturday,Thursday
A058229,MAX,Cat,Neutered Male,,0.8,DOMESTIC SH,BLK TABBY,981020037673968,09/29/2020,Foster,Over the Counter,Adoption,Referral,09/29/2020,Tuesday,Tuesday
A058229,MAX,Cat,Neutered Male,,0.8,DOMESTIC SH,BLK TABBY,,08/08/2020,Stray,Animal Control,Foster,Underage or Underweight,08/10/2020,Saturday,Monday
A058234,JOHNSON,Cat,Neutered Male,,1.5,DOMESTIC SH,BLACK,981020037670573,08/08/2020,Stray,Over the Counter,Adoption,Website Information,08/24/2020,Saturday,Monday
A058235,BARBARA,Cat,Spayed Female,,1.5,DOMESTIC SH,BRN TABBY,981020037680856,08/08/2020,Stray,Over the Counter,Adoption,Website Information,08/26/2020,Saturday,Wednesday
A058236,TREVOR,Cat,Neutered Male,,1.5,DOMESTIC SH,BRN TABBY,981020037677435,08/08/2020,Stray,Over the Counter,Adoption,Website Information,08/26/2020,Saturday,Wednesday
A058237,,Bird,Unknown,2,,TURKEY,BLACK,,08/08/2020,Stray,Animal Control,Euthanized,Illness Severe,08/08/2020,Saturday,Saturday
A058238,ZEUS,Cat,Neutered Male,2,,DOMESTIC MH,BRN TABBY,981020037686537,08/09/2020,Stray,Over the Counter,Adoption,Website Information,11/02/2020,Sunday,Monday
A058250,ETHEL,Dog,Female,7,,PIT BULL,GRAY,,08/10/2020,Stray,Animal Control,Foster,M/L DOG,09/04/2020,Monday,Friday
A058250,ETHEL,Dog,Female,7,,PIT BULL,GRAY,981020035553065,10/14/2020,Owner Surrendered,Over the Counter,Euthanized,Illness Severe,10/23/2020,Wednesday,Friday
A058250,ETHEL,Dog,Female,7,,PIT BULL,GRAY,981020035553065,09/17/2020,Foster,Over the Counter,Adoption,Website Information,09/28/2020,Thursday,Monday
